player_name,average_tunnel_distance,TNL,predicted_TNL,Category
"Gil, Luis",32.618526510057755,41,40.58706801892912,Elite
"Winn, Cole",32.1567618238915,41,41.42077973741338,Elite
"Estes, Joey",32.15456079581904,41,41.42475367251864,Elite
"Manoah, Alek",32.60398420544167,41,40.61332401063966,Elite
"Pérez, Cionel",32.16464502249249,41,41.406546697837854,Elite
"Kuhl, Chad",32.64867390206258,41,40.53263719139046,Elite
"Vásquez, Randy",32.23081611282437,41,41.287075427974,Elite
"Hancock, Emerson",32.19981649569541,41,41.34304493981241,Elite
"Nastrini, Nick",32.57214661052631,41,40.67080648334597,Elite
"Devenski, Chris",32.614869011707285,41,40.593671597172495,Elite
"Hudson, Daniel",32.207258664813764,41,41.329608174743974,Elite
"Adam, Jason",32.98800017628009,40,39.91998685306883,Above Average
"Soroka, Michael",32.685050297844604,40,40.46695995718815,Elite
"Elder, Bryce",32.98025297691482,40,39.93397434732674,Above Average
"Woods Richardson, Simeon",32.86197923582887,40,40.14751645413226,Elite
"Blackburn, Paul",32.81355287422982,40,40.23494978621289,Elite
"Robert, Daniel",32.977806330429864,40,39.93839174412343,Elite
"Thompson, Zack",33.04235306497612,40,39.821853233073824,Above Average
"France, J.P.",32.75868688032752,40,40.33400981274374,Elite
"Crawford, Kutter",33.49926650196129,39,38.99690039852488,Above Average
"Muñoz, Roddery",33.58018772714676,39,38.850797901447095,Above Average
"Manning, Matt",33.32179848391412,39,39.3173172054715,Above Average
"McFarland, T.J.",33.41671451755798,39,39.14594721575245,Above Average
"Kremer, Dean",34.191825788193206,38,37.746491239976194,Above Average
"Brieske, Beau",34.161150365494905,38,37.801875421874904,Above Average
"Herz, DJ",34.217127469258685,38,37.70080929713043,Above Average
"Soriano, José",34.09286105436223,38,37.92517111910808,Above Average
"Kelly, Merrill",34.22276756966559,38,37.690626149861835,Above Average
"Bowlan, Jonathan",33.948216371955795,38,38.18632570790932,Above Average
"Yamamoto, Yoshinobu",34.32557524834111,38,37.50500787061758,Above Average
"Rodríguez, Yerry",34.064486892125586,38,37.97640039728278,Above Average
"Cisnero, José",34.28531904703078,38,37.577690056543766,Above Average
"Pearson, Nate",34.340166724539785,37,37.478663100085605,Above Average
"Leiter, Jack",34.594563639165884,37,37.019351907125184,Above Average
"Paredes, Enoli",34.55228654113276,37,37.09568280272995,Above Average
"Vines, Darius",34.51575283002023,37,37.16164406825484,Above Average
"Márquez, Germán",34.855598863921266,37,36.54805530880242,Above Average
"Zastryzny, Rob",34.51227463461242,37,37.16792391675246,Above Average
"Bradley, Taj",34.718629407043714,37,36.795352351418025,Above Average
"Alexander, Tyler",34.39711465112798,37,37.37584416402937,Above Average
"López, Reynaldo",34.448617401428024,37,37.28285644161211,Above Average
"Moore, Matt",34.34631095670776,37,37.467569747750545,Above Average
"Rodríguez, Manuel",34.65283892247624,37,36.91413644121936,Above Average
"Medina, Luis",34.77307763543453,37,36.69704659651717,Above Average
"White, Owen",34.88352965858964,37,36.49762652652604,Above Average
"Thorpe, Drew",35.05970701049948,36,36.17954000492946,Above Average
"Andriese, Matt",35.305729278313855,36,35.735349156582366,Above Average
"Payamps, Joel",35.127589216086214,36,36.056979332860564,Above Average
"Coulombe, Danny",35.15421426654381,36,36.00890805925143,Above Average
"Hentges, Sam",35.29153058704213,36,35.76098475769049,Above Average
"Gaddis, Hunter",35.427524177422214,36,35.51544963269004,Above Average
"Marinaccio, Ron",35.149163386215164,36,36.018027375311775,Above Average
"Keller, Brad",35.14284552485155,36,36.02943421349668,Above Average
"Leclerc, José",35.22370966413683,36,35.883434784464974,Above Average
"Dunning, Dane",35.37287894699228,36,35.614111072885805,Above Average
"Zerpa, Angel",35.85836757856715,35,34.73756599817405,Above Average
"Snider, Collin",35.881850753299666,35,34.69516735109633,Above Average
"Ross, Joe",35.83585782089814,35,34.77820715006615,Above Average
"Skubal, Tarik",35.50193367384185,35,35.381103999535185,Above Average
"Leasure, Jordan",35.77737081304374,35,34.883804882608516,Above Average
"Suarez, José",35.811160757279694,35,34.822797461901814,Above Average
"Avila, Pedro",35.63207346536437,35,35.146137852309366,Above Average
"Schreiber, John",35.557120176853836,35,35.28146529687636,Above Average
"Hernández, Carlos",35.98514969111864,35,34.508662108173425,Above Average
"Turnbull, Spencer",35.94729799525608,35,34.57700298254197,Above Average
"Cimber, Adam",35.467180909343625,35,35.44384978300434,Above Average
"Scott, Christian",35.56358374400281,35,35.26979538829143,Above Average
"Mikolas, Miles",36.147125201167576,34,34.216216876043575,Above Average
"Ryan, Ryder",36.36940630505612,34,33.81489047179193,Above Average
"Kirby, George",36.30056169694002,34,33.9391887524105,Above Average
"Liberatore, Matthew",36.361449065057464,34,33.829257192401826,Above Average
"Priester, Quinn",36.05882496701427,34,34.37564210314292,Above Average
"Bieber, Shane",36.00797072585745,34,34.46745894851294,Above Average
"Martinez, Seth",36.11919210612182,34,34.26664981162928,Above Average
"Foley, Jason",36.211547774206196,34,34.09990253740688,Above Average
"Gibson, Kyle",36.330464623732574,34,33.885199304471314,Above Average
"Nelson, Ryne",36.02700109758317,34,34.433099794618855,Above Average
"Walston, Blake",36.46300430821516,34,33.64590017349023,Above Average
"Slaten, Justin",36.553863733019156,33,33.481854352180804,Above Average
"Irvin, Jake",36.77632246545884,33,33.080207241281244,Above Average
"Pruitt, Austin",36.5876473778097,33,33.42085830506245,Above Average
"Rainey, Tanner",36.950528077502284,33,32.76568067712981,Above Average
"Sands, Cole",36.87685419085446,33,32.898698173886714,Above Average
"Stephens, Jackson",36.63235753396007,33,33.34013454632877,Above Average
"Parsons, Wes",36.68504445120834,33,33.24500882182744,Above Average
"Sandlin, Nick",36.80615963555067,33,33.02633651643545,Above Average
"Cease, Dylan",36.82526791049852,33,32.99183670901989,Above Average
"Rogers, Trevor",36.79152789045843,33,33.0527539920691,Above Average
"Contreras, Roansy",36.894651801242475,33,32.86656475878151,Above Average
"Anderson, Shaun",36.87108035803715,33,32.909122773741515,Above Average
"Leone, Dominic",36.77862143552332,33,33.07605647284741,Above Average
"Bido, Osvaldo",36.72167044924957,33,33.17888093313661,Above Average
"Fernandez, Ryan",36.65737609248232,33,33.29496377852328,Above Average
"Baz, Shane",37.006514592194776,33,32.664597561043664,Above Average
"Herrin, Tim",37.56614656663859,32,31.654187390863825,Above Average
"Rea, Colin",37.317669545910704,32,32.102810272086714,Above Average
"Peterson, David",37.51860761565308,32,31.74001851158056,Above Average
"Gilbert, Logan",37.63636077155242,32,31.52741631634376,Above Average
"Banda, Anthony",37.21699043445014,32,32.284585443609984,Above Average
"Orze, Eric",37.40376362748692,32,31.947368232336657,Above Average
"Smith-Shawver, AJ",37.604622546414255,32,31.58471937786902,Above Average
"Chargois, JT",37.56392830349728,32,31.65819244372082,Above Average
"Wacha, Michael",37.65373785830376,32,31.49604215263716,Above Average
"Webb, Jacob",37.372539079581,32,32.003743854538655,Above Average
"Varland, Gus",37.37980255674873,32,31.99062971607573,Above Average
"Mize, Casey",37.9245192577627,31,31.007148929227682,Above Average
"Mazur, Adam",37.841995522032896,31,31.15614474374577,Above Average
"Veneziano, Anthony",37.672026110151386,31,31.46302288907556,Above Average
"Nola, Aaron",37.82922303141739,31,31.179205353228028,Above Average
"Beede, Tyler",37.740155841318504,31,31.34001531194187,Above Average
"Strider, Spencer",37.94550230725418,31,30.969264234328577,Above Average
"Wesneski, Hayden",37.97955493936131,31,30.90778253318628,Above Average
"Detmers, Reid",38.04212271693444,31,30.794817009998866,Above Average
"Speier, Gabe",37.69031757323675,31,31.429997827655,Above Average
"Bielak, Brandon",38.63294132778098,30,29.728099666472943,Above Average
"De Los Santos, Enyel",38.4341402498724,30,30.087033108689468,Above Average
"Cleavinger, Garrett",38.46164685359499,30,30.03737019910315,Above Average
"Lively, Ben",38.65281615648671,30,29.692215853588934,Above Average
"Ramírez, Yohan",38.69265995837245,30,29.62027825087422,Above Average
"Pennington, Walter",38.270291163536676,30,30.3828610648616,Above Average
"Anderson, Nick",38.22361827533998,30,30.46712851750756,Above Average
"Gore, MacKenzie",38.48960956779662,30,29.986883786415177,Above Average
"Baumann, Mike",38.47115782688513,30,30.0201982279158,Above Average
"Díaz, Miguel",38.799715297549696,29,29.42699086127459,Above Average
"Buttó, José",38.99987765686157,29,29.065599638521604,Above Average
"Morton, Charlie",39.16038552980611,29,28.775804211127948,Above Average
"Lodolo, Nick",38.95137152482546,29,29.153176995362386,Above Average
"Sewald, Paul",39.316477933652436,29,28.493980870903528,Above Average
"Kolek, Stephen",38.78043492691438,29,29.46180138580567,Above Average
"Honeywell, Brent",38.80519677891454,29,29.417094099167315,Above Average
"Coleman, Dylan",39.06439427430151,29,28.949115503619012,Above Average
"Heasley, Jonathan",38.9394600077128,29,29.174683125430917,Above Average
"Howard, Spencer",38.943964790495194,29,29.16654978326028,Above Average
"Rosenberg, Kenny",38.80840117779814,29,29.411308587671982,Above Average
"Kimbrel, Craig",39.24164059087032,29,28.6290989765683,Above Average
"Teng, Kai-Wei",38.96937306656979,29,29.120675384146438,Above Average
"Vesia, Alex",39.29768128267658,29,28.52791804422212,Above Average
"Voth, Austin",39.02337876726846,29,29.023168608755583,Above Average
"Gallen, Zac",39.65109059159515,28,27.889840921623033,Above Average
"Pressly, Ryan",39.713313606091546,28,27.777497864868835,Above Average
"Stripling, Ross",39.54882480389337,28,28.074480821903975,Above Average
"Soriano, George",39.37307569656181,28,28.39179415201582,Above Average
"Wentz, Joey",39.377795424373495,28,28.383272728653367,Above Average
"Garabito, Gerson",39.439715160562415,28,28.27147723797877,Above Average
"Lambert, Peter",39.64953188409059,28,27.892655153094537,Above Average
"Sims, Lucas",39.40124973074815,28,28.340926203119295,Above Average
"Barnes, Matt",39.5783755000315,28,28.021127323037987,Above Average
"Brown, Ben",39.571354142628735,28,28.033804316584096,Above Average
"Lynch IV, Daniel",39.7900450170526,28,27.63896003724676,Above Average
"Suarez, Robert",39.69867625059546,28,27.80392547003288,Above Average
"Clevinger, Mike",39.40441962343041,28,28.335202992240013,Above Average
"Basso, Brady",39.70011859244912,28,27.801321335629623,Above Average
"Povich, Cade",39.50767531559917,28,28.148775828924386,Above Average
"Lyles, Jordan",39.87278382653946,27,27.489575909120077,Above Average
"Marte, José",39.961451811522714,27,27.329486711419264,Above Average
"Smith, Cade",40.402666251429984,27,26.532878265742852,Above Average
"Molina, Anthony",40.31211215655199,27,26.696372816795062,Above Average
"Mantiply, Joe",40.330669316180085,27,26.662868042811212,Above Average
"Williams, Trevor",40.10253675797835,27,27.074759191785077,Above Average
"Minter, A.J.",40.05928531839909,27,27.152849251719985,Above Average
"Muñoz, Andrés",40.19028505655036,27,26.916330479091798,Above Average
"Leahy, Kyle",40.14286662676383,27,27.001943999938035,Above Average
"Heaney, Andrew",39.98493729243978,27,27.287083900547444,Above Average
"Ferguson, Caleb",40.23997203112505,27,26.826621122356727,Above Average
"Bivens, Spencer",40.11541224717044,27,27.05151261935923,Above Average
"Birdsong, Hayden",40.39735124839543,27,26.542474452819164,Above Average
"Kelly, Joe",40.33490783872836,27,26.655215430943258,Above Average
"Cuas, Jose",40.02050796148945,27,27.222861398243836,Above Average
"Duran, Jhoan",39.997498724473814,27,27.264404355312692,Above Average
"Brown, Hunter",40.34589574709364,27,26.63537686762257,Above Average
"García, Luis",40.27806149531126,27,26.75785095955696,Above Average
"Green, Chad",39.92100863550224,27,27.40250647839393,Above Average
"Brito, Jhony",40.94070540595411,26,25.56145372513035,Above Average
"Johnson, Pierce",40.897011550005004,26,25.64034256358393,Above Average
"Brebbia, John",40.50493632160228,26,26.34823063350241,Above Average
"Stewart, Brock",40.809214130575825,26,25.79885996351439,Above Average
"Cannon, Jonathan",40.749775612833986,26,25.90617563804578,Above Average
"Silseth, Chase",40.550365844798726,26,26.266208064456507,Above Average
"Lamet, Dinelson",40.578742306734796,26,26.214974634196523,Above Average
"Festa, Matt",40.852724340322894,26,25.720302696519795,Above Average
"Miller, Bryce",40.76060889276916,26,25.886616254874752,Above Average
"Rutledge, Jackson",40.838690205176476,26,25.745641193119653,Above Average
"Lynn, Lance",40.48638500415957,26,26.381724859476492,Above Average
"Estévez, Carlos",41.05945475880185,25,25.347052905843938,Above Average
"Kahnle, Tommy",40.993810522510095,25,25.465572945784103,Above Average
"Greene, Hunter",41.35460147455567,25,24.814168337214298,Above Average
"Barnes, Jacob",41.328841184313596,25,24.860678294536243,Above Average
"Canning, Griffin",41.313472081021295,25,24.888427063338312,Above Average
"Paxton, James",41.12504555347819,25,25.228629354228573,Above Average
"Rodriguez, Carlos",41.50009355932269,25,24.551483771566723,Above Average
"Jones, Jared",41.19076152568793,25,25.1099797957755,Above Average
"Wingenter, Trey",41.143968348249885,25,25.194464429494687,Above Average
"Morejon, Adrian",41.174432957447394,25,25.139460869352675,Above Average
"Kittredge, Andrew",41.170194807585716,25,25.147112808338534,Above Average
"Corbin, Patrick",41.56353253137362,24,24.436945315093226,Above Average
"Hughes, Brandon",41.57813624449745,24,24.410578450910066,Above Average
"Duffey, Tyler",41.74144960898934,24,24.115717735396288,Above Average
"Bazardo, Eduard",41.65672394214168,24,24.268689115459452,Above Average
"Adon, Joan",41.894622468985744,24,23.839165603631983,Above Average
"Akin, Keegan",41.63281228184259,24,24.311861389123948,Above Average
"Teheran, Julio",41.821573736001795,24,23.971054391435956,Above Average
"Bibee, Tanner",42.08510414643317,24,23.49525275927195,Above Average
"Lucas, Easton",41.620672151444126,24,24.333780278290547,Above Average
"Matsui, Yuki",41.54813654344319,24,24.464742623851947,Above Average
"Bassitt, Chris",42.407973218346434,23,22.91231574209756,Above Average
"Adams, Austin",42.57070937687818,23,22.61849716641683,Above Average
"Garrett, Braxton",42.50333324582665,23,22.74014412575916,Above Average
"Yates, Kirby",42.158294731010294,23,23.36310785977504,Above Average
"Altavilla, Dan",42.36210543392599,23,22.995129587586092,Above Average
"White, Mitch",42.609055217094166,23,22.549264119150664,Above Average
"Strzelecki, Peter",42.44935921359115,23,22.837593724043032,Above Average
"Bellozo, Valente",42.59322810484052,23,22.577839818746014,Above Average
"Sauer, Matt",42.12056539503816,23,23.431227814533273,Above Average
"Kelly, Zack",42.20566877135056,23,23.277574483648905,Above Average
"Irvin, Cole",42.11861457289815,23,23.434750005223748,Above Average
"Junis, Jakob",42.367391123337555,23,22.985586325975348,Above Average
"Joyce, Ben",42.17700347610884,23,23.329329399676055,Above Average
"Stanek, Ryne",42.496252895232466,23,22.752927630947397,Above Average
"Salazar, Eduardo",42.9155009393501,22,21.995979302493723,Above Average
"Dubin, Shawn",42.826541601759544,22,22.15659453453671,Above Average
"Anderson, Chase",42.884594315038164,22,22.051780916691598,Above Average
"Scott, Tayler",43.056770876027464,22,21.740917784785893,Above Average
"Alcala, Jorge",43.122237565799075,22,21.622718303387444,Above Average
"Cano, Yennier",42.69682675213988,22,22.39079345322665,Above Average
"García, Deivi",42.967707263606094,22,21.90172128403725,Above Average
"O'Loughlin, Jack",42.855961783324496,22,22.10347667848262,Above Average
"Brewer, Colten",43.08131662867399,22,21.696600663460913,Above Average
"Zuñiga, Guillermo",42.88419930719814,22,22.052494099563717,Above Average
"Law, Derek",42.67965707706461,22,22.421793137138522,Above Average
"Jefferies, Daulton",42.691859285232255,22,22.399762167154194,Above Average
"Mena, Cristian",42.947440836255666,22,21.93831212452386,Above Average
"Henley, Blair",43.678611672010575,21,20.618190183099955,Above Average
"Junk, Janson",43.61352053474845,21,20.73571160803924,Above Average
"Vest, Will",43.61274001219956,21,20.737120834026086,Above Average
"Miller, Tyson",43.5402162934584,21,20.86806171364283,Above Average
"Sulser, Cole",43.25813041208837,21,21.377365070878085,Above Average
"McArthur, James",43.52144341121941,21,20.901955972734655,Above Average
"Gomber, Austin",43.74312058855026,21,20.50171995209901,Above Average
"Francis, Bowden",43.494777241545215,21,20.950101486695544,Above Average
"Strickland, Hunter",43.72314013318309,21,20.537794472908658,Above Average
"Kopech, Michael",43.346307173835115,21,21.21816277202626,Above Average
"Anderson, Grant",43.6732572236912,21,20.62785758826024,Above Average
"Carasiti, Matt",43.3779766201877,21,21.160983889939658,Above Average
"Winans, Allan",43.40841507382106,21,21.106027553418215,Above Average
"Nardi, Andrew",43.47648803940898,21,20.983122465994114,Above Average
"Severino, Luis",43.67836108213944,21,20.61864262071235,Above Average
"Snell, Blake",43.93588443784452,20,20.153686668326216,Above Average
"Javier, Cristian",44.22288557785162,20,19.6355088586959,Above Average
"Pérez, Martín",44.17341072166566,20,19.724835237711616,Above Average
"Burdi, Nick",43.89366330300871,20,20.22991652291421,Above Average
"Cecconi, Slade",44.093071104296605,20,19.869887647447,Above Average
"Cousins, Jake",43.92261588781766,20,20.17764290832484,Above Average
"Miley, Wade",44.0689437659464,20,19.913449325767203,Above Average
"Rodríguez, Randy",44.13251448916787,20,19.798672993817092,Above Average
"Tyler, Kyle",44.00584707646984,20,20.027369794330767,Above Average
"Tinoco, Jesus",44.198366111640894,20,19.679778520112805,Above Average
"Harrison, Kyle",43.91620827713483,20,20.18921178804605,Above Average
"Palencia, Daniel",44.13111042170483,20,19.80120802417464,Above Average
"Beeks, Jalen",44.07102537825259,20,19.909690994684283,Above Average
"Winder, Josh",44.024883549355174,20,19.992999624851436,Above Average
"Barlow, Scott",43.94940471914856,20,20.12927592991751,Above Average
"Ureña, José",44.426391901331144,19,19.26808014066387,Above Average
"Anderson, Justin",44.55920042443032,19,19.02829562413524,Above Average
"Uribe, Abner",44.67483063090857,19,18.8195263937464,Above Average
"Brooks, Aaron",44.46037511177984,19,19.206723779661004,Above Average
"Marte, Yunior",45.33877347370412,18,17.620783949758163,Above Average
"Pivetta, Nick",45.24651608136467,18,17.78735378806431,Above Average
"Wilson, Bryse",45.39400903468001,18,17.52105667341536,Above Average
"Grove, Michael",45.22970775199153,18,17.817701065771644,Above Average
"Cosgrove, Tom",44.895888875638505,18,18.42040784999412,Above Average
"Banks, Tanner",45.01564812106139,18,18.20418367933516,Above Average
"Darvish, Yu",44.902424791984195,18,18.40860731562742,Above Average
"Castellanos, Humberto",45.07860472743393,18,18.09051612947431,Above Average
"Klein, Will",45.05279820817822,18,18.13710955283763,Above Average
"Weathers, Ryan",45.34363234805209,18,17.612011298657066,Above Average
"Miller, Mason",45.39573917365474,18,17.517932924066272,Above Average
"Waguespack, Jacob",45.27792425571199,18,17.73064663008097,Above Average
"Suter, Brent",44.99540827929771,18,18.24072651979951,Above Average
"Muller, Kyle",45.23693840492541,18,17.804646191148564,Above Average
"Gallegos, Giovanny",45.055924444541326,18,18.131465163024473,Above Average
"Mlodzinski, Carmen",45.01918330666263,18,18.197800935589115,Above Average
"Luzardo, Jesús",45.1004201747389,18,18.051128548294955,Above Average
"Little, Luke",45.69700897624613,17,16.973993180793116,Above Average
"Winckowski, Josh",45.93775702757404,17,16.539324879800404,Above Average
"Chafin, Andrew",45.904750596080106,17,16.598917675755203,Above Average
"Staumont, Josh",45.44187077980914,17,17.434642750963746,Above Average
"Smith, Burch",45.76157428018057,17,16.857421142890985,Above Average
"Burr, Ryan",45.44988138268141,17,17.420179684196597,Above Average
"Williams, Gavin",45.76339531111691,17,16.854133288975717,Above Average
"Poteet, Cody",45.90314904674307,17,16.601809257744947,Above Average
"Buehler, Walker",45.90881137240701,17,16.591585982987638,Above Average
"Flaherty, Jack",45.829970576174986,17,16.73393228551454,Above Average
"Matzek, Tyler",45.55840923830458,17,17.224233680256347,Above Average
"Berroa, Prelander",45.58286648857612,17,17.180076349121777,Above Average
"Rodríguez, Yariel",45.444726072401316,17,17.429487547534137,Above Average
